Trait	Total Observed scale h2	h2_se	Lambda GC	Mean Chi^2	Intercept	int_se	Ratio	Z_h2
NEALE2_6159_4.results	0.0379	0.0021	1.2531	1.2944	1.0246	0.0084	 0.0836 (0.0286)	18.04761905
NEALE2_2070.results	0.0432	0.0024	1.2564	1.3075	1.0092	0.0088	 0.0301 (0.0287)	18
SAIGE_716.results	0.0324	0.0018	1.2664	1.3057	1.044	0.008	 0.144 (0.0261)	18
GCST004364.results	0.1869	0.0104	1.2631	1.3013	1.0119	0.0082	 0.0394 (0.0272)	17.97115385
GCST009722.results	0.1803	0.0101	1.1908	1.3903	0.935	0.0114		17.85148515
NEALE2_6159_1.results	0.0427	0.0024	1.2299	1.311	1.0095	0.0082	 0.0306 (0.0263)	17.79166667
NEALE2_1787.results	0.0462	0.0026	1.2597	1.3051	1.0277	0.0087	 0.0907 (0.0284)	17.76923077
NEALE2_2744.results	0.103	0.0058	1.2498	1.3492	1.0342	0.0089	 0.0979 (0.0255)	17.75862069
NEALE2_1359.results	0.0319	0.0018	1.2103	1.2351	1.008	0.0068	 0.0342 (0.0291)	17.72222222
SAIGE_716_9.results	0.0319	0.0018	1.2597	1.2989	1.0432	0.008	 0.1446 (0.0266)	17.72222222
NEALE2_943.results	0.0354	0.002	1.2234	1.2639	1.0156	0.0077	 0.059 (0.0292)	17.7
GCST90025994.results	0.2847	0.0161	2.2647	3.3242	1.1828	0.0231	 0.0787 (0.0099)	17.68322981
NEALE2_5098_raw.results	0.3679	0.0209	1.3135	1.5337	1.0637	0.011	 0.1193 (0.0207)	17.60287081
NEALE2_5132_raw.results	0.3359	0.0191	1.3135	1.5442	1.0617	0.0116	 0.1134 (0.0214)	17.58638743
NEALE2_6164_5.results	0.0334	0.0019	1.2103	1.2373	1.0038	0.0074	 0.016 (0.0312)	17.57894737
GCST005061.results	10.3907	0.5918	6.7824	3.7583	2.4351	0.0347	 0.5203 (0.0126)	17.55778979
GCST005195.results	0.0386	0.0022	1.3101	1.4415	1.0313	0.0091	 0.0708 (0.0206)	17.54545455
GCST90002374.results	0.1771	0.0101	1.9465	3.4581	1.3485	0.0308	 0.1418 (0.0125)	17.53465347
NEALE2_2020.results	0.0368	0.0021	1.2365	1.2754	1.018	0.0075	 0.0653 (0.0271)	17.52380952
NEALE2_5099_raw.results	0.3487	0.0199	1.3272	1.568	1.0604	0.0112	 0.1064 (0.0197)	17.52261307
NEALE2_5133_raw.results	0.3633	0.0208	1.3034	1.5261	1.0653	0.012	 0.1242 (0.0228)	17.46634615
GCST90016606.results	0.3371	0.0193	1.2531	1.2684	1.0102	0.0083	 0.0382 (0.031)	17.46632124
GCST006942.results	0.0349	0.002	1.2464	1.2763	1.0149	0.0074	 0.0538 (0.0269)	17.45
NEALE2_102_raw.results	0.1411	0.0081	1.592	2.0433	1.0731	0.0144	 0.0701 (0.0138)	17.41975309
NEALE2_1438_raw.results	0.047	0.0027	1.2798	1.3334	1.0068	0.0082	 0.0205 (0.0247)	17.40740741
GCST006099.results	0.142	0.0082	1.2005	1.2643	1.0101	0.0084	 0.0382 (0.0316)	17.31707317
NEALE2_5255_raw.results	0.1814	0.0105	1.2267	1.3139	1.0371	0.0089	 0.1182 (0.0285)	17.27619048
GCST90016604.results	0.3364	0.0195	1.2531	1.3163	1.0478	0.0085	 0.1513 (0.0269)	17.25128205
NEALE2_1031.results	0.0379	0.0022	1.2365	1.2861	1.0209	0.0075	 0.073 (0.0264)	17.22727273
NEALE2_1568.results	0.0551	0.0032	1.2267	1.2767	1.0003	0.0076	 0.0012 (0.0274)	17.21875
GCST90016605.results	0.3442	0.02	1.2005	1.2437	0.9806	0.0086		17.21
NEALE2_1468_5.results	0.0361	0.0021	1.2005	1.2264	1.0146	0.0075	 0.0644 (0.033)	17.19047619
NEALE2_5135_raw.results	0.333	0.0194	1.3068	1.5357	1.0568	0.0116	 0.106 (0.0216)	17.16494845
NEALE2_5096_raw.results	0.35	0.0204	1.3272	1.5664	1.0563	0.0118	 0.0995 (0.0209)	17.15686275
NEALE2_6153_2.results	0.1098	0.0064	1.3135	1.4638	1.0362	0.0113	 0.0781 (0.0243)	17.15625
GCST90025978.results	0.2983	0.0174	1.9218	3.0778	1.203	0.021	 0.0977 (0.0101)	17.14367816
NEALE2_6146_2.results	0.0274	0.0016	1.1715	1.1907	0.9976	0.0072		17.125
GCST004939.results	1.1437	0.0669	2.364	1.6001	1.4077	0.0087	 0.6794 (0.0146)	17.09566517
GCST90016609.results	0.4165	0.0244	1.1459	1.1724	0.9671	0.0071		17.06967213
GCST90012857.results	0.0273	0.0016	1.2005	1.2501	1.011	0.0076	 0.0439 (0.0304)	17.0625
GCST90016623.results	0.3667	0.0215	1.2531	1.3442	1.0039	0.0105	 0.0113 (0.0304)	17.05581395
NEALE2_6159_3.results	0.0324	0.0019	1.2234	1.2496	1.0204	0.0071	 0.0817 (0.0286)	17.05263158
GCST90038619.results	0.0204	0.0012	1.2005	1.1998	1.0106	0.0072	 0.0533 (0.0362)	17
GCST003837.results	0.1018	0.006	1.2005	1.2662	1.0138	0.0078	 0.052 (0.0291)	16.96666667
GCST90016595.results	0.3476	0.0205	1.1459	1.1661	0.9079	0.0089		16.95609756
NEALE2_6145_6.results	0.0321	0.0019	1.2136	1.2409	1.016	0.0077	 0.0665 (0.0319)	16.89473684
NEALE2_6160_1.results	0.0354	0.0021	1.2267	1.2594	1.0126	0.0077	 0.0488 (0.0296)	16.85714286
NEALE2_1060.results	0.0436	0.0026	1.2168	1.2428	1.0003	0.0078	 0.0011 (0.0321)	16.76923077
NEALE2_6153_100.results	0.0686	0.0041	1.2136	1.2781	1.0162	0.0085	 0.0582 (0.0306)	16.73170732
NEALE2_5097_raw.results	0.3745	0.0224	1.3135	1.5339	1.0593	0.0118	 0.111 (0.0222)	16.71875
NEALE2_5134_raw.results	0.3644	0.0218	1.3034	1.5253	1.0655	0.0118	 0.1247 (0.0225)	16.71559633
NEALE2_1538_0.results	0.0384	0.0023	1.2464	1.2864	1.0207	0.0083	 0.0723 (0.0289)	16.69565217
NEALE2_884.results	0.04	0.0024	1.2464	1.2844	1.0125	0.0076	 0.0438 (0.0267)	16.66666667
GCST011365.results	0.0333	0.002	1.2431	1.3839	0.9697	0.0094		16.65
NEALE2_2335.results	0.0333	0.002	1.2038	1.2485	1.014	0.0077	 0.0562 (0.0308)	16.65
GCST006867.results	0.0449	0.0027	1.4602	1.6904	1.0649	0.015	 0.0941 (0.0217)	16.62962963
NEALE2_6155_100.results	0.0299	0.0018	1.1843	1.2065	0.9954	0.0067		16.61111111
NEALE2_2764_raw.results	0.0913	0.0055	1.2168	1.2563	1.0178	0.0081	 0.0693 (0.0318)	16.6
GCST90002407.results	0.1975	0.0119	1.8405	3.0203	1.2946	0.0278	 0.1458 (0.0137)	16.59663866
GCST90007526.results	0.0431	0.0026	1.1715	1.2136	0.991	0.0078		16.57692308
GCST90038597.results	0.0215	0.0013	1.2005	1.2086	1.0084	0.0071	 0.0401 (0.0339)	16.53846154
NEALE2_6146_100.results	0.0329	0.002	1.2136	1.2405	1.007	0.0079	 0.0292 (0.0329)	16.45
NEALE2_904.results	0.0361	0.0022	1.2234	1.2635	1.0206	0.0081	 0.0781 (0.0307)	16.40909091
SAIGE_562_1.results	0.0361	0.0022	1.2168	1.2837	1.0231	0.0081	 0.0813 (0.0284)	16.40909091
SAIGE_562.results	0.0361	0.0022	1.2168	1.2856	1.0246	0.0081	 0.086 (0.0283)	16.40909091
NEALE2_2296.results	0.0328	0.002	1.207	1.2351	1.0036	0.0076	 0.0154 (0.0324)	16.4
NEALE2_20111_100.results	0.0376	0.0023	1.194	1.2208	1.0103	0.0074	 0.0468 (0.0333)	16.34782609
NEALE2_30000_raw.results	0.1191	0.0073	1.5254	2.0029	1.1385	0.0161	 0.1381 (0.0161)	16.31506849
NEALE2_1428_3.results	0.0309	0.0019	1.1843	1.2143	0.995	0.0075		16.26315789
NEALE2_1090.results	0.0439	0.0027	1.194	1.2179	1.0014	0.0079	 0.0065 (0.0364)	16.25925926
NEALE2_30030_raw.results	0.1333	0.0082	1.5585	2.1153	1.1771	0.018	 0.1588 (0.0162)	16.25609756
NEALE2_2050.results	0.0422	0.0026	1.2365	1.2912	1.0024	0.0078	 0.0082 (0.0268)	16.23076923
NEALE2_20003_2038460150.results	0.0323	0.002	1.2168	1.249	1.021	0.0076	 0.0845 (0.0305)	16.15
GCST006620.results	0.0967	0.006	1.194	1.2263	1.0139	0.0073	 0.0614 (0.0323)	16.11666667
GCST90002304.results	0.1562	0.0097	1.8606	3.0342	1.3043	0.0234	 0.1496 (0.0115)	16.10309278
NEALE2_6152_9.results	0.0673	0.0042	1.3238	1.5491	1.065	0.012	 0.1184 (0.0219)	16.02380952
GCST007557.results	0.1073	0.0067	1.2531	1.3199	1.0464	0.0087	 0.1452 (0.0273)	16.01492537
GCST90016621.results	0.2267	0.0142	1.3101	1.371	1.0768	0.0102	 0.207 (0.0275)	15.96478873
GCST90002383.results	0.1771	0.0111	1.7648	2.6878	1.2637	0.0213	 0.1562 (0.0126)	15.95495495
NEALE2_728.results	0.0303	0.0019	1.2136	1.2354	1.0264	0.007	 0.112 (0.0299)	15.94736842
NEALE2_874_raw.results	0.0397	0.0025	1.2201	1.2494	1.0118	0.0074	 0.0472 (0.0295)	15.88
NEALE2_20489.results	0.0839	0.0053	1.1683	1.1921	0.9992	0.0074		15.83018868
NEALE2_4548.results	0.0839	0.0053	1.1747	1.1997	1.0023	0.0073	 0.0114 (0.0366)	15.83018868
NEALE2_1588.results	0.0474	0.003	1.2201	1.2614	1.0192	0.0084	 0.0735 (0.0322)	15.8
SAIGE_272_1.results	0.0331	0.0021	1.2267	1.3046	1.0403	0.009	 0.1324 (0.0295)	15.76190476
SAIGE_272.results	0.0331	0.0021	1.2332	1.3042	1.0402	0.009	 0.1323 (0.0295)	15.76190476
NEALE2_2060.results	0.0378	0.0024	1.2299	1.2733	1.0126	0.0082	 0.0462 (0.0299)	15.75
NEALE2_1369.results	0.036	0.0023	1.2498	1.2872	1.0302	0.0078	 0.1052 (0.027)	15.65217391
NEALE2_6179_100.results	0.0297	0.0019	1.2005	1.2233	1.0126	0.0068	 0.0566 (0.0304)	15.63157895
SAIGE_250.results	0.0359	0.0023	1.2531	1.3404	1.0514	0.0093	 0.151 (0.0272)	15.60869565
SAIGE_250_2.results	0.0373	0.0024	1.2597	1.3489	1.0491	0.0092	 0.1406 (0.0265)	15.54166667
NEALE2_2443.results	0.0435	0.0028	1.2564	1.3485	1.0451	0.0096	 0.1295 (0.0275)	15.53571429
GCST011364.results	0.0264	0.0017	1.2005	1.2536	1.0116	0.0078	 0.0456 (0.0307)	15.52941176
GCST009762.results	0.0559	0.0036	1.2005	1.2254	1.0164	0.0079	 0.0727 (0.0351)	15.52777778
NEALE2_2100.results	0.031	0.002	1.1811	1.2188	1.0035	0.0077	 0.0159 (0.0351)	15.5
SAIGE_550_2.results	0.0263	0.0017	1.194	1.2285	1.0259	0.0073	 0.1135 (0.0319)	15.47058824
NEALE2_1349.results	0.0433	0.0028	1.2731	1.3412	1.0217	0.0092	 0.0635 (0.027)	15.46428571
NEALE2_4990.results	0.091	0.0059	1.1779	1.1864	1.002	0.007	 0.0109 (0.0376)	15.42372881
NEALE2_1628.results	0.0339	0.0022	1.2103	1.2482	1.0201	0.0077	 0.0808 (0.031)	15.40909091
GCST90002389.results	0.1571	0.0102	1.6259	2.5302	1.2138	0.0246	 0.1397 (0.0161)	15.40196078
GCST006697.results	0.0323	0.0021	1.3101	1.338	1.0905	0.0084	 0.2676 (0.025)	15.38095238
GCST90002399.results	0.1472	0.0096	1.6259	2.443	1.1962	0.0231	 0.136 (0.016)	15.33333333
GCST009982.results	0.1131	0.0074	1.1779	1.2162	1.0003	0.0074	 0.0014 (0.0341)	15.28378378
NEALE2_1538_1.results	0.0275	0.0018	1.1811	1.2003	1.0121	0.0069	 0.0606 (0.0346)	15.27777778
GCST90025989.results	0.3223	0.0212	2.0007	3.8445	1.2619	0.0264	 0.0921 (0.0093)	15.20283019
GCST90013405.results	0.1182	0.0078	1.5585	2.18	1.1197	0.0178	 0.1015 (0.015)	15.15384615
GCST005074.results	2.1197	0.1399	2.0983	1.4863	1.3213	0.007	 0.6607 (0.0144)	15.15153681
GCST90012103.results	0.1239	0.0082	1.2531	1.473	1.0331	0.0091	 0.0699 (0.0192)	15.1097561
SAIGE_318.results	0.0287	0.0019	1.2038	1.2398	1.0152	0.0072	 0.0633 (0.03)	15.10526316
NEALE2_2010.results	0.0438	0.0029	1.2431	1.3108	0.9987	0.0087		15.10344828
NEALE2_2473.results	0.0256	0.0017	1.1683	1.1904	1.0127	0.0073	 0.0665 (0.0381)	15.05882353
NEALE2_6162_1.results	0.0256	0.0017	1.1715	1.1875	1.0095	0.0072	 0.0509 (0.0383)	15.05882353
NEALE2_30020_raw.results	0.1415	0.0094	1.5733	2.1646	1.1759	0.0183	 0.1511 (0.0157)	15.05319149
GCST90025991.results	0.1534	0.0102	1.5585	2.1953	1.0974	0.0192	 0.0815 (0.0161)	15.03921569
GCST90025946.results	0.2947	0.0196	2.0007	3.48	1.2631	0.0273	 0.1061 (0.011)	15.03571429
GCST90038601.results	0.0195	0.0013	1.2005	1.1985	1.0133	0.0079	 0.067 (0.0396)	15
NEALE2_2814.results	0.048	0.0032	1.1587	1.1828	0.9987	0.0079		15
NEALE2_6162_4.results	0.0255	0.0017	1.1811	1.2013	1.0228	0.0064	 0.1131 (0.0319)	15
GCST004632.results	0.1406	0.0094	1.2038	1.4804	0.9879	0.0123		14.95744681
GCST90002384.results	0.1806	0.0121	1.7648	2.7205	1.2671	0.021	 0.1553 (0.0122)	14.92561983
SAIGE_272_11.results	0.0313	0.0021	1.2168	1.2861	1.0369	0.009	 0.129 (0.0313)	14.9047619
GCST90002310.results	0.1594	0.0107	1.8728	3.0855	1.3128	0.0239	 0.15 (0.0115)	14.89719626
NEALE2_4957.results	0.0833	0.0056	1.1715	1.2005	1.0089	0.0068	 0.0446 (0.0341)	14.875
SAIGE_411.results	0.0341	0.0023	1.2365	1.3107	1.0385	0.008	 0.1238 (0.0258)	14.82608696
SAIGE_530_1.results	0.0237	0.0016	1.1908	1.2141	1.0307	0.0074	 0.1433 (0.0344)	14.8125
SAIGE_530.results	0.0237	0.0016	1.2005	1.2177	1.0328	0.0076	 0.1505 (0.0349)	14.8125
GCST90002388.results	0.2103	0.0142	1.7648	3.1117	1.2901	0.0295	 0.1374 (0.0139)	14.80985915
NEALE2_6162_2.results	0.0325	0.0022	1.2332	1.2524	1.0255	0.0085	 0.101 (0.0336)	14.77272727
GCST006701.results	0.028	0.0019	1.3101	1.3086	1.0799	0.0086	 0.2589 (0.0279)	14.73684211
SAIGE_418.results	0.0221	0.0015	1.1779	1.1978	1.0191	0.0067	 0.0964 (0.0339)	14.73333333
GCST003372.results	0.1103	0.0075	1.2531	1.3172	1.011	0.0096	 0.0346 (0.0303)	14.70666667
GCST003769.results	0.122	0.0083	1.3754	1.2597	1.0774	0.0076	 0.2978 (0.0292)	14.69879518
NEALE2_20414.results	0.085	0.0058	1.1843	1.2057	1.0083	0.0077	 0.0402 (0.0375)	14.65517241
NEALE2_6152_100.results	0.0702	0.0048	1.3272	1.5794	1.0667	0.012	 0.115 (0.0207)	14.625
NEALE2_1498.results	0.0482	0.0033	1.2697	1.3378	1.015	0.0076	 0.0444 (0.0226)	14.60606061
GCST90002316.results	0.1926	0.0132	1.9013	3.4692	1.3305	0.0317	 0.1338 (0.0128)	14.59090909
SAIGE_716_2.results	0.0233	0.0016	1.1683	1.194	1.0165	0.0066	 0.0853 (0.0342)	14.5625
GCST90012112.results	0.1616	0.0111	1.4281	1.8198	1.0876	0.0136	 0.1068 (0.0166)	14.55855856
NEALE2_20003_1140884600.results	0.0305	0.0021	1.1908	1.2429	1.0276	0.009	 0.1137 (0.037)	14.52380952
NEALE2_20111_8.results	0.0363	0.0025	1.1811	1.2131	1.0072	0.0081	 0.0339 (0.0378)	14.52
GCST90038641.results	0.0203	0.0014	1.1459	1.1835	0.9917	0.007		14.5
NEALE2_1389.results	0.029	0.002	1.1973	1.2255	1.0188	0.0071	 0.0835 (0.0313)	14.5
NEALE2_5257_raw.results	0.1738	0.012	1.1843	1.2973	1.0383	0.0096	 0.1287 (0.0323)	14.48333333
NEALE2_2129.results	0.0246	0.0017	1.1619	1.1805	1.0061	0.0072	 0.0337 (0.0401)	14.47058824
GCST004610.results	0.1721	0.0119	1.2498	1.5982	0.9844	0.0139		14.46218487
NEALE2_20453.results	0.0795	0.0055	1.1811	1.1975	1.0129	0.0069	 0.0653 (0.0347)	14.45454545
NEALE2_894.results	0.0318	0.0022	1.1619	1.1749	1.0079	0.0075	 0.0451 (0.0427)	14.45454545
NEALE2_30180_raw.results	0.1329	0.0092	1.5144	2.1256	1.1727	0.0209	 0.1534 (0.0186)	14.44565217
NEALE2_6179_1.results	0.026	0.0018	1.1811	1.1943	1.0095	0.007	 0.0487 (0.0361)	14.44444444
GCST004633.results	0.1371	0.0095	1.1973	1.4513	0.971	0.0123		14.43157895
NEALE2_30300_raw.results	0.1495	0.0104	1.592	2.2078	1.1345	0.0183	 0.1114 (0.0151)	14.375
NEALE2_6145_100.results	0.023	0.0016	1.1428	1.1627	1.0037	0.0065	 0.0226 (0.0398)	14.375
NEALE2_20002_1220.results	0.0359	0.0025	1.2201	1.2931	1.041	0.0092	 0.1399 (0.0314)	14.36
GCST90002363.results	0.2135	0.0149	1.984	3.7203	1.3893	0.0271	 0.1431 (0.01)	14.32885906
GCST90038654.results	0.0185	0.0013	1.1459	1.1807	1.0044	0.0076	 0.0243 (0.0419)	14.23076923
NEALE2_30200_raw.results	0.1238	0.0087	1.4817	2.0292	1.1363	0.0187	 0.1324 (0.0182)	14.22988506
NEALE2_30120_raw.results	0.0498	0.0035	1.2398	1.418	1.0628	0.0123	 0.1503 (0.0294)	14.22857143
GCST002598.results	0.1063	0.0075	1.2136	1.2567	1.0283	0.0091	 0.1102 (0.0353)	14.17333333
GCST004941.results	0.9819	0.0694	2.1502	1.5212	1.3524	0.0082	 0.6762 (0.0158)	14.14841499
NEALE2_20003_1140861958.results	0.0311	0.0022	1.1876	1.234	1.0171	0.0088	 0.0732 (0.0376)	14.13636364
NEALE2_20441.results	0.0661	0.0047	1.1301	1.1411	0.9897	0.0068		14.06382979
GCST90002298.results	0.187	0.0133	1.6831	3.2725	1.2987	0.0267	 0.1315 (0.0117)	14.06015038
GCST004627.results	0.174	0.0124	1.2431	1.6138	0.997	0.0144		14.03225806
NEALE2_6164_3.results	0.0238	0.0017	1.1619	1.1803	1.0154	0.0066	 0.0852 (0.0368)	14
NEALE2_4526.results	0.0644	0.0046	1.1428	1.151	0.9999	0.0073		14
GCST90002351.results	0.1539	0.011	1.7609	2.9437	1.2592	0.0258	 0.1334 (0.0133)	13.99090909
NEALE2_971.results	0.0349	0.0025	1.1683	1.187	1.0076	0.0075	 0.0406 (0.0403)	13.96
GCST90002403.results	0.2344	0.0168	1.8405	3.2506	1.3341	0.0261	 0.1485 (0.0116)	13.95238095
GCST003766.results	0.0306	0.0022	1.3964	1.27	1.0872	0.0077	 0.3231 (0.0283)	13.90909091
GCST003401.results	0.1167	0.0084	1.2531	1.3035	1.0146	0.0097	 0.0482 (0.0319)	13.89285714
NEALE2_6162_3.results	0.0236	0.0017	1.1619	1.177	1.0104	0.0068	 0.0588 (0.0383)	13.88235294
GCST90002381.results	0.1957	0.0141	1.6259	3.0542	1.2705	0.0251	 0.1317 (0.0122)	13.87943262
GCST007091.results	0.0319	0.0023	1.1779	1.2388	0.9867	0.0083		13.86956522
GCST90038646.results	0.018	0.0013	1.1459	1.1714	1.0014	0.0071	 0.008 (0.0412)	13.84615385
GCST90025987.results	0.2945	0.0213	1.7648	3.6473	1.236	0.0307	 0.0891 (0.0116)	13.82629108
NEALE2_6154_2.results	0.0207	0.0015	1.1301	1.1434	1.0011	0.0061	 0.0078 (0.0424)	13.8
GCST90016613.results	0.0607	0.0044	1.2005	1.2179	0.9836	0.0094		13.79545455
NEALE2_6147_1.results	0.0261	0.0019	1.2168	1.2546	1.0724	0.0078	 0.2843 (0.0308)	13.73684211
GCST005327.results	0.1071	0.0078	1.7024	1.524	1.1559	0.0104	 0.2974 (0.0198)	13.73076923
GCST003724.results	0.2334	0.017	1.1207	1.1449	0.9859	0.0066		13.72941176
GCST90002382.results	0.1867	0.0136	1.6259	2.9428	1.2457	0.0242	 0.1265 (0.0125)	13.72794118
NEALE2_1120.results	0.059	0.0043	1.3068	1.3484	0.9824	0.0142		13.72093023
GCST006979.results	0.2798	0.0204	2.0007	3.851	1.3433	0.0249	 0.1204 (0.0087)	13.71568627
NEALE2_6177_1.results	0.0791	0.0058	1.2005	1.2808	1.0263	0.009	 0.0938 (0.0319)	13.63793103
SAIGE_411_8.results	0.0259	0.0019	1.1619	1.2009	1.0014	0.0081	 0.0071 (0.0403)	13.63157895
GCST003499.results	0.0736	0.0054	1.1428	1.1684	1.009	0.0069	 0.0532 (0.0413)	13.62962963
NEALE2_2385.results	0.0681	0.005	1.1811	1.223	1.0164	0.0083	 0.0735 (0.0371)	13.62
NEALE2_30010_raw.results	0.1906	0.014	1.6754	2.5841	1.2291	0.0212	 0.1446 (0.0134)	13.61428571
GCST90002398.results	0.1672	0.0123	1.6946	2.6689	1.2299	0.0237	 0.1378 (0.0142)	13.59349593
NEALE2_110001.results	0.0367	0.0027	1.1715	1.1759	1.019	0.0072	 0.1078 (0.0409)	13.59259259
NEALE2_5254_raw.results	0.1101	0.0081	1.1459	1.1808	1.0134	0.0072	 0.0739 (0.04)	13.59259259
GCST90016596.results	0.2024	0.0149	0.7861	0.8329	0.6745	0.0068	 NA (mean chi^2 < 1)	13.58389262
GCST90038599.results	0.038	0.0028	1.2531	1.4416	1.0731	0.0113	 0.1655 (0.0256)	13.57142857
GCST003770.results	0.099	0.0073	1.4926	1.4227	1.072	0.0107	 0.1702 (0.0252)	13.56164384
GCST90025985.results	0.2901	0.0214	1.9218	3.5392	1.2466	0.0319	 0.0971 (0.0126)	13.55607477
NEALE2_5265_raw.results	0.1545	0.0114	1.1619	1.2503	1.0239	0.0088	 0.0956 (0.0353)	13.55263158
NEALE2_6146_3.results	0.023	0.0017	1.1619	1.1712	1.0088	0.0071	 0.0515 (0.0415)	13.52941176
SAIGE_454.results	0.0257	0.0019	1.1619	1.2216	1.0263	0.0092	 0.1186 (0.0416)	13.52631579
GCST90000061.results	0.181	0.0134	2.7134	4.5598	1.605	0.0874	 0.1699 (0.0245)	13.50746269
GCST90038650.results	0.0162	0.0012	1.1459	1.148	0.996	0.0069		13.5
NEALE2_20110_8.results	0.0283	0.0021	1.1683	1.1995	1.0144	0.0086	 0.0723 (0.0429)	13.47619048
NEALE2_6164_100.results	0.0229	0.0017	1.1587	1.1769	1.0179	0.007	 0.1014 (0.0398)	13.47058824
GCST90025982.results	0.4215	0.0313	2.172	4.2879	1.3345	0.0277	 0.1017 (0.0084)	13.46645367
SAIGE_278.results	0.0242	0.0018	1.1779	1.208	1.0075	0.0076	 0.0359 (0.0366)	13.44444444
NEALE2_41235.results	0.0363	0.0027	1.1491	1.1651	0.9992	0.0076		13.44444444
NEALE2_20479.results	0.0739	0.0055	1.1555	1.1781	1.0075	0.0068	 0.0422 (0.038)	13.43636364
GCST90038596.results	0.0376	0.0028	1.2531	1.4077	1.0445	0.0092	 0.1092 (0.0227)	13.42857143
NEALE2_1508_2.results	0.0349	0.0026	1.2005	1.2109	1.0164	0.008	 0.078 (0.0377)	13.42307692
GCST009979.results	0.0872	0.0065	1.1491	1.1618	1.0032	0.0073	 0.0196 (0.045)	13.41538462
NEALE2_1279.results	0.0294	0.0022	1.1619	1.1923	1.0151	0.0079	 0.0788 (0.0411)	13.36363636
NEALE2_1598.results	0.0334	0.0025	1.1523	1.1649	0.996	0.0076		13.36
NEALE2_5256_raw.results	0.1348	0.0101	1.1459	1.2236	1.024	0.0084	 0.1074 (0.0374)	13.34653465
NEALE2_6155_7.results	0.0239	0.0018	1.1683	1.1761	1.007	0.0076	 0.0395 (0.0431)	13.27777778
NEALE2_4598.results	0.0637	0.0048	1.1175	1.1397	0.9909	0.0066		13.27083333
SAIGE_278_1.results	0.0238	0.0018	1.1747	1.2055	1.0078	0.0076	 0.0379 (0.0372)	13.22222222
GCST90038600.results	0.0185	0.0014	1.1459	1.1739	0.9979	0.0072		13.21428571
GCST009541.results	0.0079	0.0006	1.1364	1.1611	1.0087	0.0067	 0.0539 (0.0418)	13.16666667
NEALE2_6159_6.results	0.0237	0.0018	1.1811	1.1885	1.0192	0.0072	 0.1018 (0.038)	13.16666667
SAIGE_411_3.results	0.025	0.0019	1.1843	1.2171	1.0273	0.0074	 0.1258 (0.0339)	13.15789474
GCST90016612.results	0.0513	0.0039	1.1459	1.1984	0.9978	0.0095		13.15384615
NEALE2_30150.results	0.1484	0.0113	1.5035	2.3167	1.1704	0.0193	 0.1294 (0.0147)	13.13274336
GCST90007527.results	0.0604	0.0046	1.1301	1.1551	0.9909	0.0072		13.13043478
NEALE2_30140_raw.results	0.1337	0.0102	1.5696	2.1144	1.1466	0.0171	 0.1316 (0.0153)	13.10784314
NEALE2_30280_raw.results	0.128	0.0098	1.4673	1.9975	1.1134	0.0178	 0.1137 (0.0179)	13.06122449
NEALE2_1339.results	0.0248	0.0019	1.1619	1.1932	1.0161	0.008	 0.0836 (0.0415)	13.05263158
NEALE2_4570.results	0.061	0.0047	1.1175	1.1421	0.9996	0.0064		12.9787234
GCST005038.results	0.0454	0.0035	1.2267	1.3517	1.0238	0.0094	 0.0678 (0.0267)	12.97142857
GCST005047.results	0.0984	0.0076	1.0466	1.0887	0.9576	0.0063		12.94736842
NEALE2_20003_1140868226.results	0.022	0.0017	1.1459	1.1713	1.0138	0.0066	 0.0806 (0.0384)	12.94117647
NEALE2_6153_1.results	0.0569	0.0044	1.1715	1.2285	1.0136	0.0082	 0.0597 (0.036)	12.93181818
GCST90000059.results	0.2197	0.017	2.7281	5.115	1.5403	0.0692	 0.1313 (0.0168)	12.92352941
NEALE2_30210_raw.results	0.1331	0.0103	1.4139	2.1587	1.1385	0.0199	 0.1195 (0.0171)	12.9223301
NEALE2_20500.results	0.0607	0.0047	1.1396	1.1482	1.009	0.0069	 0.0606 (0.0464)	12.91489362
GCST004604.results	0.1354	0.0105	1.2103	1.47	1.0015	0.0131	 0.0032 (0.0279)	12.8952381
NEALE2_5012.results	0.1068	0.0083	1.1396	1.1592	1.0009	0.0072	 0.0055 (0.0453)	12.86746988
SAIGE_454_1.results	0.0257	0.002	1.1619	1.2231	1.0285	0.0095	 0.1276 (0.0426)	12.85
NEALE2_6154_1.results	0.0231	0.0018	1.1459	1.1757	1.0112	0.0071	 0.0636 (0.0402)	12.83333333
GCST90016614.results	0.041	0.0032	1.0957	1.123	0.9686	0.0075		12.8125
GCST90016670.results	0.287	0.0224	1.1459	1.2043	1.019	0.008	 0.0932 (0.039)	12.8125
SAIGE_495.results	0.0333	0.0026	1.2201	1.3069	1.0397	0.0092	 0.1295 (0.0299)	12.80769231
GCST90016599.results	0.2686	0.021	1.0957	1.1106	0.9151	0.0089		12.79047619
NEALE2_1428_0.results	0.0217	0.0017	1.1428	1.1605	1.0062	0.0067	 0.0389 (0.0418)	12.76470588
GCST90038686.results	0.0153	0.0012	1.1459	1.1554	1.0094	0.0075	 0.0604 (0.0482)	12.75
NEALE2_6159_5.results	0.0204	0.0016	1.1364	1.1501	1.0067	0.0069	 0.0449 (0.046)	12.75
GCST90016608.results	0.3259	0.0256	1.0957	1.1366	0.9897	0.0071		12.73046875
